,Date / Time,City,State,Shape
2489,2016-07-18 23:50:00,Texas City                          ,TX    ,Other     
2490,2016-07-18 22:10:00,Myrtle Beach                        ,SC    ,Cylinder  
2491,2016-07-18 21:56:00,Shallotte                           ,NC    ,Changing  
2492,2016-07-18 21:50:00,Holden Beach                        ,NC    ,Light     
2493,2016-07-18 21:30:00,Surfside Beach                      ,SC    ,Disk      
2496,2016-07-18 21:00:00,Gunnison                            ,CO    ,Circle    
2497,2016-07-18 20:00:00,Collegeville                        ,PA    ,Changing  
2498,2016-07-18 19:00:00,Ash                                 ,NC    ,Cigar     
2499,2016-07-18 05:45:00,Las Cruces                          ,NM    ,Light     
2501,2016-07-18 02:30:00,O'Fallon                            ,MO    ,Teardrop  
2502,2016-07-18 01:20:00,Maryville                           ,IL    ,Sphere    
2503,2016-07-18 00:25:00,Fredericksburg                      ,VA    ,Fireball  
2504,2016-07-17 22:39:00,Winston-Salem                       ,NC    ,Triangle  
2505,2016-07-17 22:35:00,New York City                       ,NY    ,Egg       
2506,2016-07-17 22:00:00,Anaheim                             ,CA    ,Fireball  
2507,2016-07-17 22:00:00,St. George                          ,UT    ,Light     
2509,2016-07-17 21:30:00,Fairfield                           ,ME    ,Circle    
2510,2016-07-17 21:00:00,Stockholm                           ,NJ    ,Light     
2511,2016-07-17 21:00:00,Bronx                               ,NY    ,Circle    
2512,2016-07-17 21:00:00,Firth                               ,ID    ,Circle    
2513,2016-07-17 21:00:00,Milan                               ,NH    ,Circle    
2514,2016-07-17 20:06:00,Trezevant                           ,TN    ,Light     
2515,2016-07-17 18:30:00,Garden City                         ,MI    ,Disk      
2516,2016-07-17 18:30:00,Huntingdon                          ,PA    ,Cigar     
2518,2016-07-17 15:30:00,Fairfield                           ,ME    ,Circle    
2519,2016-07-17 10:00:00,Syracuse                            ,NY    ,Oval      
2520,2016-07-17 03:00:00,Boise                               ,ID    ,Light     
2521,2016-07-17 01:00:00,Severn                              ,MD    ,Circle    
2522,2016-07-16 23:50:00,St. James                           ,NY    ,Cone      
2523,2016-07-16 23:34:00,Manhattan                           ,NY    ,Light     
2526,2016-07-16 23:00:00,Murphysboro                         ,IL    ,Light     
2527,2016-07-16 22:30:00,Xenia                               ,OH    ,Other     
2528,2016-07-16 22:30:00,New York City                       ,NY    ,Sphere    
2529,2016-07-16 22:20:00,Clinton Township                    ,MI    ,Formation 
2530,2016-07-16 22:15:00,Virginia Beach                      ,VA    ,Circle    
2531,2016-07-16 21:30:00,Shorewood                           ,IL    ,Light     
2532,2016-07-16 21:00:00,Gray                                ,TN    ,Fireball  
2533,2016-07-16 20:00:00,Eugene                              ,OR    ,Fireball  
2534,2016-07-16 20:00:00,Satellite Beach                     ,FL    ,Sphere    
2535,2016-07-16 19:50:00,Mill Spring                         ,NC    ,Disk      
2536,2016-07-16 19:30:00,Waupaca                             ,WI    ,Teardrop  
2537,2016-07-16 15:30:00,Miami                               ,FL    ,Triangle  
2538,2016-07-16 13:00:00,Vancouver                           ,WA    ,Oval      
2539,2016-07-16 12:45:00,Land O' Lakes                       ,FL    ,Light     
2540,2016-07-16 03:30:00,Rochester                           ,NH    ,Teardrop  
2541,2016-07-16 03:00:00,Hailey                              ,ID    ,Light     
2542,2016-07-16 02:00:00,St. Augustine                       ,FL    ,Disk      
2543,2016-07-16 00:00:00,Bowling Green                       ,KY    ,Other     
2544,2016-07-15 23:50:00,Charlotte                           ,NC    ,Triangle  
2545,2016-07-15 23:30:00,Oakland                             ,NJ    ,Circle    
2546,2016-07-15 23:00:00,Waves                               ,NC    ,Sphere    
2547,2016-07-15 22:30:00,Big Lake                            ,AK    ,Changing  
2548,2016-07-15 22:30:00,Denton                              ,TX    ,Sphere    
2549,2016-07-15 22:15:00,Anderson                            ,IN    ,Sphere    
2550,2016-07-15 21:05:00,Broomfield                          ,CO    ,Light     
2551,2016-07-15 21:05:00,Broomfield                          ,CO    ,Light     
2552,2016-07-15 20:30:00,Boise                               ,ID    ,Oval      
2554,2016-07-15 13:25:00,Tulare                              ,CA    ,Cigar     
2555,2016-07-15 04:45:00,San diego                           ,CA    ,Triangle  
2556,2016-07-15 03:00:00,Hasty                               ,CO    ,Rectangle 
2557,2016-07-15 00:30:00,Colfax                              ,CA    ,Light     
2558,2016-07-14 23:30:00,Lapel                               ,IN    ,Sphere    
2561,2016-07-14 21:30:00,Portland                            ,OR    ,Teardrop  
2562,2016-07-14 20:40:00,Gold Canyon                         ,AZ    ,Other     
2563,2016-07-14 18:00:00,Burlington                          ,NJ    ,Cigar     
2564,2016-07-14 16:02:00,Petersburg                          ,VA    ,Circle    
2565,2016-07-14 10:00:00,Glennville                          ,GA    ,Triangle  
2566,2016-07-14 10:00:00,Wickliffe                           ,KY    ,Disk      
2567,2016-07-14 02:00:00,Apopka                              ,FL    ,Light     
2568,2016-07-13 23:34:00,Las Vegas                           ,NV    ,Triangle  
2570,2016-07-13 22:30:00,Jackson                             ,NJ    ,Light     
2571,2016-07-13 21:55:00,Pittsfield                          ,MA    ,Light     
2572,2016-07-13 21:50:00,Kennewick                           ,WA    ,Fireball  
2573,2016-07-13 01:30:00,Mosinee                             ,WI    ,Other     
2574,2016-07-13 01:30:00,Camano Island                       ,WA    ,Oval      
2575,2016-07-13 01:00:00,Blackwood                           ,NJ    ,Changing  
2576,2016-12-07 22:45:00,Springfield                         ,OR    ,Formation 
2577,2016-12-07 22:35:00,Monroeville                         ,PA    ,Cross     
2578,2016-12-07 22:17:00,Verona                              ,PA    ,Light     
2579,2016-12-07 21:45:00,Kingman                             ,AZ    ,Flash     
2580,2016-12-07 20:54:00,Biloxi                              ,MS    ,Disk      
2581,2016-12-07 00:00:00,McKee                               ,KY    ,Light     
2582,2016-11-07 23:00:00,Henderson                           ,NV    ,Teardrop  
2583,2016-11-07 22:30:00,Saginaw                             ,MI    ,Light     
2584,2016-11-07 22:25:00,Cedar Rapids                        ,IA    ,Light     
2585,2016-11-07 22:00:00,Milwaukee                           ,WI    ,Light     
2586,2016-11-07 21:11:00,Lafayette                           ,LA    ,Sphere    
2588,2016-11-07 20:30:00,Coloma                              ,MI    ,Circle    
2589,2016-11-07 20:00:00,Greenville                          ,SC    ,Circle    
2590,2016-11-07 19:00:00,Tucson                              ,AZ    ,Other     
2591,2016-11-07 16:18:00,Spokane                             ,WA    ,Triangle  
2593,2016-11-07 01:32:00,Trenton                             ,NJ    ,Flash     
2594,2016-11-07 00:15:00,Lafayette                           ,IN    ,Other     
2595,2016-10-07 23:30:00,West Gardiner                       ,ME    ,Circle    
2596,2016-10-07 23:25:00,Brightwood                          ,OR    ,Fireball  
2597,2016-10-07 23:00:00,Bangor                              ,ME    ,Diamond   
2599,2016-10-07 22:45:00,Owings Mills                        ,MD    ,Circle    
2600,2016-10-07 22:45:00,Rochester                           ,NH    ,Fireball  
2601,2016-10-07 22:34:00,Greenwich                           ,CT    ,Circle    
2602,2016-10-07 22:30:00,Estes Park                          ,CO    ,Light     
2603,2016-10-07 22:07:00,Fairborn                            ,OH    ,Other     
2604,2016-10-07 22:00:00,Rochester                           ,NH    ,Light     
2605,2016-10-07 21:50:00,Frederick                           ,MD    ,Triangle  
2606,2016-10-07 21:30:00,Lake Zurich                         ,IL    ,Fireball  
2609,2016-10-07 20:22:00,Chesterfield                        ,MO    ,Light     
2610,2016-10-07 20:01:00,Galion                              ,OH    ,Circle    
2612,2016-10-07 16:30:00,Van Nuys                            ,CA    ,Light     
2613,2016-10-07 14:01:00,Bay Head                            ,NJ    ,Other     
2614,2016-10-07 13:00:00,Colorado Springs                    ,CO    ,Other     
2617,2016-10-07 01:56:00,Kihei                               ,HI    ,Triangle  
2618,2016-10-07 01:30:00,Rocky Ford                          ,CO    ,Rectangle 
2619,2016-09-07 23:49:00,Clemmons                            ,NC    ,Circle    
2620,2016-09-07 23:45:00,Wonder Lake                         ,IL    ,Light     
2621,2016-09-07 23:25:00,Wilmington                          ,OH    ,Cylinder  
2622,2016-09-07 22:52:00,Albuquerque                         ,NM    ,Rectangle 
2624,2016-09-07 22:15:00,Herron Island                       ,WA    ,Light     
2625,2016-09-07 22:00:00,Fayetteville                        ,NC    ,Triangle  
2626,2016-09-07 21:47:00,Hurt                                ,VA    ,Triangle  
2627,2016-09-07 21:30:00,Richland                            ,WA    ,Oval      
2628,2016-09-07 21:15:00,Lakeside                            ,CA    ,Circle    
2629,2016-09-07 21:10:00,Oldsmar                             ,FL    ,Cigar     
2630,2016-09-07 21:00:00,Vancouver                           ,WA    ,Circle    
2631,2016-09-07 21:00:00,Vancouver                           ,WA    ,Diamond   
2632,2016-09-07 21:00:00,Waupun                              ,WI    ,Light     
2633,2016-09-07 11:40:00,Spring                              ,TX    ,Triangle  
2634,2016-09-07 10:32:00,Gray                                ,TN    ,Teardrop  
2636,2016-09-07 07:30:00,Saint Augustine                     ,FL    ,Cigar     
2637,2016-09-07 04:00:00,Aurora                              ,CO    ,Changing  
2638,2016-09-07 01:30:00,Hagar                               ,MI    ,Sphere    
2639,2016-09-07 00:40:00,Syracuse                            ,NY    ,Egg       
2640,2016-09-07 00:17:00,Dearborn                            ,MI    ,Light     
2641,2016-09-07 00:00:00,Mountain View                       ,OK    ,Light     
2642,2016-08-07 00:00:00,Jasper I                            ,IN    ,Circle    
2643,2016-08-07 23:50:00,Ottawa                              ,IL    ,Light     
2644,2016-08-07 23:00:00,Blackfoot                           ,ID    ,Light     
2645,2016-08-07 22:15:00,Cape Coral                          ,FL    ,Formation 
2646,2016-08-07 22:10:00,Lauderhill                          ,FL    ,Flash     
2647,2016-08-07 22:00:00,Middleton                           ,ID    ,Light     
2648,2016-08-07 21:30:00,Lathrop                             ,MO    ,Circle    
2649,2016-08-07 20:04:00,Plainfield                          ,IL    ,Circle    
2650,2016-08-07 16:15:00,Hicksville                          ,NY    ,Circle    
2651,2016-08-07 05:00:00,Shoreview                           ,MN    ,Circle    
2652,2016-08-07 01:25:00,Erlanger                            ,KY    ,Light     
2653,2016-08-07 01:00:00,Arrow Rock                          ,MO    ,Flash     
2654,2016-08-07 00:00:00,Oscoda                              ,MI    ,Circle    
2655,2016-08-07 00:00:00,New Freedom                         ,PA    ,Rectangle 
2656,2016-07-07 23:30:00,Traverse City                       ,MI    ,Formation 
2657,2016-07-07 23:08:00,Henderson                           ,CO    ,Other     
2658,2016-07-07 23:00:00,Tulsa                               ,OK    ,Light     
2659,2016-07-07 22:03:00,Oxford                              ,AL    ,Other     
2660,2016-07-07 21:47:00,Laguna Hills                        ,CA    ,Circle    
2661,2016-07-07 21:30:00,Zachary                             ,LA    ,Circle    
2662,2016-07-07 21:30:00,Tucson                              ,AZ    ,Light     
2663,2016-07-07 21:30:00,Tucson                              ,AZ    ,Other     
2664,2016-07-07 21:30:00,Tucson                              ,AZ    ,Teardrop  
2665,2016-07-07 20:30:00,Newark                              ,NJ    ,Fireball  
2666,2016-07-07 07:37:00,Centennial                          ,CO    ,Other     
2668,2016-07-07 03:10:00,Austin                              ,TX    ,Light     
2671,2016-06-07 23:33:00,Lincoln and Roseville               ,CA    ,Circle    
2672,2016-06-07 23:00:00,Tulsa                               ,OK    ,Light     
2673,2016-06-07 23:00:00,Marathon                            ,FL    ,Rectangle 
2674,2016-06-07 22:38:00,Jasper                              ,MO    ,Flash     
2676,2016-06-07 10:15:00,Littleton                           ,CO    ,Egg       
2677,2016-06-07 09:00:00,Redlands                            ,CA    ,Light     
2679,2016-06-07 00:45:00,Venice                              ,FL    ,Changing  
2680,2016-05-07 22:30:00,Chesterton                          ,IN    ,Light     
2681,2016-05-07 22:00:00,Parker City                         ,IN    ,Light     
2682,2016-05-07 21:46:00,Portsmouth                          ,RI    ,Diamond   
2683,2016-05-07 19:40:00,Oklahoma City                       ,OK    ,Light     
2684,2016-05-07 13:26:00,Midwest City                        ,OK    ,Sphere    
2685,2016-05-07 00:29:00,Denton                              ,TX    ,Light     
2686,2016-04-07 23:45:00,Hometown                            ,IL    ,Light     
2687,2016-04-07 23:30:00,Vancouver                           ,WA    ,Light     
2688,2016-04-07 23:30:00,Longmont                            ,CO    ,Fireball  
2689,2016-04-07 23:15:00,Salem                               ,VA    ,Sphere    
2690,2016-04-07 23:00:00,Holland                             ,MI    ,Circle    
2691,2016-04-07 23:00:00,Middleton                           ,ID    ,Disk      
2692,2016-04-07 23:00:00,Post Falls                          ,ID    ,Sphere    
2693,2016-04-07 23:00:00,Vancouver & Portland                ,OR    ,Sphere    
2694,2016-04-07 22:45:00,Yachats                             ,OR    ,Circle    
2695,2016-04-07 22:40:00,Everett                             ,WA    ,Sphere    
2696,2016-04-07 22:30:00,Fountain                            ,CO    ,Oval      
2699,2016-04-07 22:20:00,Rochester Hills                     ,MI    ,Disk      
2700,2016-04-07 22:19:00,Fort Wayne                          ,IN    ,Cigar     
2701,2016-04-07 22:19:00,Fort Wayne                          ,IN    ,Cigar     
2702,2016-04-07 22:00:00,Vancouver                           ,WA    ,Light     
2703,2016-04-07 22:00:00,Oswego                              ,IL    ,Circle    
2704,2016-04-07 22:00:00,Poinciana                           ,FL    ,Light     
2705,2016-04-07 22:00:00,Roswell                             ,GA    ,Formation 
2706,2016-04-07 22:00:00,Pueblo                              ,CO    ,Cylinder  
2707,2016-04-07 22:00:00,Broomfield                          ,CO    ,Light     
2708,2016-04-07 22:00:00,Buckley                             ,WA    ,Circle    
2709,2016-04-07 21:45:00,North Canton                        ,OH    ,Light     
2710,2016-04-07 21:45:00,Jacobus                             ,PA    ,Disk      
2711,2016-04-07 21:45:00,Westbrook                           ,ME    ,Sphere    
2712,2016-04-07 21:45:00,Windsor                             ,CO    ,Cone      
2713,2016-04-07 21:37:00,Joliet                              ,IL    ,Cigar     
2714,2016-04-07 21:30:00,Janesville                          ,WI    ,Sphere    
2715,2016-04-07 21:30:00,Lake Charles                        ,LA    ,Sphere    
2716,2016-04-07 21:30:00,Frankfort                           ,KY    ,Light     
2717,2016-04-07 21:30:00,Indianapolis                        ,IN    ,Sphere    
2718,2016-04-07 21:30:00,Spring Hill                         ,FL    ,Circle    
2719,2016-04-07 21:30:00,Parker                              ,CO    ,Circle    
2720,2016-04-07 21:30:00,South Elgin                         ,IL    ,Sphere    
2721,2016-04-07 21:20:00,Sebring                             ,FL    ,Circle    
2722,2016-04-07 21:20:00,Lena                                ,MS    ,Cylinder  
2723,2016-04-07 21:15:00,Spring Hill                         ,FL    ,Circle    
2724,2016-04-07 21:15:00,Santa Barbara                       ,CA    ,Light     
2726,2016-04-07 21:15:00,Spring Hill                         ,FL    ,Circle    
2727,2016-04-07 21:12:00,Hawthorne                           ,CA    ,Rectangle 
2729,2016-04-07 21:00:00,El Mirage                           ,AZ    ,Circle    
2730,2016-04-07 21:00:00,Davenport                           ,FL    ,Circle    
2731,2016-04-07 21:00:00,Elk Grove                           ,CA    ,Circle    
2732,2016-04-07 21:00:00,St. James                           ,NY    ,Light     
2734,2016-04-07 21:00:00,Brookfield                          ,WI    ,Circle    
2735,2016-04-07 21:00:00,Warren                              ,OH    ,Triangle  
2736,2016-04-07 20:45:00,Dothan                              ,AL    ,Circle    
2737,2016-04-07 20:30:00,Viera                               ,FL    ,Sphere    
2738,2016-04-07 20:30:00,Port Washington                     ,WI    ,Triangle  
2739,2016-04-07 20:30:00,Viera                               ,FL    ,Sphere    
2740,2016-04-07 20:00:00,Zephyrhills                         ,FL    ,Fireball  
2741,2016-04-07 20:00:00,Tyngsboro                           ,MA    ,Disk      
2742,2016-04-07 20:00:00,San Gabriel                         ,CA    ,Changing  
2743,2016-04-07 20:00:00,Salem                               ,NH    ,Light     
2744,2016-04-07 20:00:00,Fort Collins                        ,CO    ,Light     
2745,2016-04-07 20:00:00,Fort Collins                        ,CO    ,Circle    
2746,2016-04-07 20:00:00,Point Mugu                          ,CA    ,Circle    
2747,2016-04-07 19:00:00,El Paso                             ,TX    ,Light     
2748,2016-04-07 15:00:00,Orlando                             ,FL    ,Cylinder  
2749,2016-04-07 14:30:00,East Grand Forks                    ,MN    ,Fireball  
2750,2016-04-07 12:00:00,Putnam                              ,CT    ,Sphere    
2751,2016-04-07 10:00:00,Cynthiana                           ,KY    ,Diamond   
2754,2016-04-07 01:00:00,Sterling                            ,MI    ,Light     
2755,2016-04-07 00:04:00,Syracuse                            ,NY    ,Disk      
2756,2016-04-07 00:00:00,Union                               ,MO    ,Circle    
2757,2016-03-07 23:30:00,Lakewood                            ,CO    ,Circle    
2758,2016-03-07 23:21:00,Fitchburg                           ,WI    ,Oval      
2759,2016-03-07 23:20:00,Palm Harbor                         ,FL    ,Circle    
2760,2016-03-07 23:00:00,Bath                                ,PA    ,Circle    
2761,2016-03-07 23:00:00,Newark                              ,NJ    ,Fireball  
2762,2016-03-07 23:00:00,Stillwater                          ,MN    ,Fireball  
2763,2016-03-07 23:00:00,Parker                              ,CO    ,Fireball  
2764,2016-03-07 23:00:00,Jacksonville                        ,FL    ,Circle    
2765,2016-03-07 23:00:00,Buford                              ,GA    ,Triangle  
2766,2016-03-07 22:45:00,Cleveland                           ,OH    ,Light     
2767,2016-03-07 22:35:00,Weston                              ,FL    ,Fireball  
2768,2016-03-07 22:30:00,Matteson                            ,IL    ,Light     
2769,2016-03-07 22:30:00,Castle Rock                         ,CO    ,Sphere    
2770,2016-03-07 22:30:00,Bronx                               ,NY    ,Light     
2771,2016-03-07 22:30:00,Pequea                              ,PA    ,Light     
2772,2016-03-07 22:20:00,Millville                           ,NJ    ,Light     
2773,2016-03-07 22:15:00,Cranston                            ,RI    ,Oval      
2774,2016-03-07 22:10:00,Central Upper                       ,MI    ,Triangle  
2775,2016-03-07 22:05:00,Baraboo                             ,WI    ,Oval      
2776,2016-03-07 22:00:00,Wilmington                          ,NC    ,Light     
2777,2016-03-07 22:00:00,Herkimer                            ,NY    ,Formation 
2778,2016-03-07 21:54:00,Wakefield                           ,MA    ,Circle    
2779,2016-03-07 21:48:00,Millbury                            ,MA    ,Circle    
2780,2016-03-07 21:45:00,Madison                             ,WI    ,Circle    
2782,2016-03-07 21:40:00,Cedar Rapids                        ,IA    ,Light     
2783,2016-03-07 21:30:00,Wingdale                            ,NY    ,Light     
2784,2016-03-07 21:18:00,Honolulu                            ,HI    ,Light     
2786,2016-03-07 21:00:00,Aurora                              ,CO    ,Diamond   
2788,2016-03-07 19:10:00,Columbia                            ,MD    ,Formation 
2789,2016-03-07 16:45:00,Seffner                             ,FL    ,Disk      
2790,2016-03-07 14:00:00,Ogunquit                            ,ME    ,Circle    
2791,2016-03-07 09:20:00,Madison Heights                     ,VA    ,Triangle  
2793,2016-03-07 04:13:00,Durango                             ,CO    ,Other     
2795,2016-03-07 01:45:00,Santa Fe                            ,NM    ,Light     
2797,2016-03-07 01:08:00,Missoula                            ,MT    ,Fireball  
2798,2016-03-07 01:00:00,Jersey city                         ,NJ    ,Rectangle 
2799,2016-03-07 00:08:00,Alberton                            ,MT    ,Flash     
2800,2016-03-07 00:00:00,Dyersville                          ,IA    ,Fireball  
2801,2016-02-07 23:45:00,Friendswood                         ,TX    ,Sphere    
2802,2016-02-07 23:00:00,Memphis                             ,TN    ,Triangle  
2803,2016-02-07 22:30:00,Sequoia National Park               ,CA    ,Flash     
2804,2016-02-07 22:30:00,Downers Grove                       ,IL    ,Fireball  
2805,2016-02-07 22:30:00,Brighton                            ,CO    ,Fireball  
2806,2016-02-07 22:28:00,Lafayette                           ,CA    ,Light     
2807,2016-02-07 22:15:00,Warwick                             ,RI    ,Circle    
2808,2016-02-07 22:00:00,Wolcott                             ,CT    ,Circle    
2809,2016-02-07 21:30:00,Lively Grove                        ,IL    ,Fireball  
2810,2016-02-07 21:30:00,East Windsor                        ,CT    ,Light     
2811,2016-02-07 21:03:00,Phoenix                             ,AZ    ,Light     
2812,2016-02-07 21:00:00,Kawaihae                            ,HI    ,Light     
2813,2016-02-07 21:00:00,Blaine                              ,TN    ,Fireball  
2814,2016-02-07 20:38:00,Lisman                              ,AL    ,Circle    
2815,2016-02-07 15:21:00,Columbia                            ,TN    ,Fireball  
2816,2016-02-07 09:24:00,Medford                             ,NJ    ,Sphere    
2817,2016-01-07 23:55:00,Boise                               ,ID    ,Light     
2818,2016-01-07 23:30:00,placitas                            ,NM    ,Circle    
2820,2016-01-07 23:00:00,Lodi                                ,CA    ,Diamond   
2821,2016-01-07 22:20:00,Covington                           ,GA    ,Other     
2822,2016-01-07 22:15:00,Mount Laguna                        ,CA    ,Cigar     
2823,2016-01-07 22:15:00,Northwest Medford                   ,OR    ,Rectangle 
2824,2016-01-07 22:00:00,Lees Summit                         ,MO    ,Sphere    
2825,2016-01-07 22:00:00,Ham Lake                            ,MN    ,Oval      
2826,2016-01-07 21:45:00,Kerhonkson                          ,NY    ,Flash     
2827,2016-01-07 21:30:00,Fayetteville                        ,NC    ,Circle    
2828,2016-01-07 20:00:00,Vestavia                            ,AL    ,Rectangle 
2829,2016-01-07 19:30:00,Philadelphia                        ,PA    ,Light     
2830,2016-01-07 11:05:00,Newton                              ,NJ    ,Disk      
2832,2016-01-07 07:33:00,Auburn                              ,AL    ,Light     
2833,2016-01-07 02:55:00,Myrtle Beach                        ,SC    ,Light     
2834,2016-01-07 01:30:00,Sheboygan                           ,WI    ,Sphere    
2835,2016-01-07 00:30:00,Muskego                             ,WI    ,Circle    
2836,2016-01-07 00:30:00,Schererville                        ,IN    ,Light     
2838,2016-01-07 00:00:00,Sandpoint                           ,ID    ,Changing  
2839,2016-06-30 23:09:00,Santa Clarita                       ,CA    ,Light     
2840,2016-06-30 23:00:00,Reston                              ,VA    ,Other     
2841,2016-06-30 23:00:00,Kihei                               ,HI    ,Circle    
2842,2016-06-30 22:45:00,Salisbury                           ,NC    ,Triangle  
2843,2016-06-30 22:07:00,Placerville                         ,CA    ,Fireball  
2845,2016-06-30 20:00:00,Pacifica                            ,CA    ,Circle    
2846,2016-06-30 20:00:00,Pacifica                            ,CA    ,Circle    
2847,2016-06-30 20:00:00,Symsonia                            ,KY    ,Fireball  
2848,2016-06-30 19:00:00,Belleville                          ,NY    ,Cylinder  
2849,2016-06-30 09:10:00,Bradenton                           ,FL    ,Diamond   
2850,2016-06-30 05:00:00,Woodland Hills                      ,CA    ,Light     
2851,2016-06-30 01:15:00,Shavertown                          ,PA    ,Cylinder  
2852,2016-06-29 23:55:00,Fenton                              ,MI    ,Rectangle 
2853,2016-06-29 23:45:00,New Egypt                           ,NJ    ,Rectangle 
2854,2016-06-29 23:30:00,Bloomfield                          ,NJ    ,Sphere    
2855,2016-06-29 23:00:00,Akron                               ,OH    ,Circle    
2857,2016-06-29 22:30:00,Schaumburg                          ,IL    ,Fireball  
2858,2016-06-29 22:00:00,Toledo                              ,OH    ,Circle    
2859,2016-06-29 21:43:00,Bainbridge Island                   ,WA    ,Cylinder  
2860,2016-06-29 20:30:00,New Bedford                         ,MA    ,Circle    
2861,2016-06-29 19:30:00,Dudley                              ,MA    ,Cylinder  
2862,2016-06-29 17:00:00,Long Beach                          ,CA    ,Sphere    
2863,2016-06-29 15:00:00,Indianapolis                        ,IN    ,Light     
2864,2016-06-29 13:34:00,West Chester                        ,PA    ,Disk      
2865,2016-06-29 11:40:00,Tigard                              ,OR    ,Fireball  
2866,2016-06-29 10:10:00,Waterloo                            ,IA    ,Light     
2867,2016-06-29 01:01:00,Phoenix                             ,AZ    ,Light     
2868,2016-06-28 22:45:00,Arlington                           ,WA    ,Light     
2869,2016-06-28 22:30:00,Lake of the Ozarks                  ,MO    ,Flash     
2870,2016-06-28 22:25:00,Grand Rapids                        ,MI    ,Light     
2871,2016-06-28 22:15:00,St. Peters                          ,MO    ,Diamond   
2872,2016-06-28 21:06:00,Woodbridge                          ,NJ    ,Triangle  
2873,2016-06-28 20:45:00,Roanoke                             ,VA    ,Sphere    
2874,2016-06-28 11:30:00,Auburn                              ,WA    ,Triangle  
2875,2016-06-28 09:00:00,Grand Forks                         ,ND    ,Triangle  
2876,2016-06-28 01:30:00,Katy                                ,TX    ,Diamond   
2877,2016-06-28 00:24:00,Corvallis                           ,MT    ,Circle    
2878,2016-06-28 00:00:00,Pueblo                              ,CO    ,Sphere    
2879,2016-06-27 23:10:00,Cairo                               ,OH    ,Light     
2880,2016-06-27 23:00:00,Swartz Creek                        ,MI    ,Triangle  
2881,2016-06-27 23:00:00,Columbus                            ,OH    ,Light     
2882,2016-06-27 22:40:00,Columbia                            ,SC    ,Disk      
2884,2016-06-27 22:30:00,Zelienople                          ,PA    ,Light     
2885,2016-06-27 22:20:00,Grand Rapids                        ,MI    ,Teardrop  
2886,2016-06-27 22:01:00,Walworth                            ,WI    ,Other     
2887,2016-06-27 21:45:00,Indianapolis                        ,IN    ,Flash     
2888,2016-06-27 21:00:00,Palomar Mountain                    ,CA    ,Light     
2889,2016-06-27 20:25:00,San Tan Valley                      ,AZ    ,Oval      
2890,2016-06-27 19:30:00,Bow                                 ,WA    ,Cylinder  
2891,2016-06-27 19:00:00,Henderson                           ,NV    ,Triangle  
2892,2016-06-27 17:50:00,Phoenix                             ,AZ    ,Oval      
2893,2016-06-27 16:00:00,Garden Grove                        ,CA    ,Disk      
2894,2016-06-27 13:30:00,Colorado Springs                    ,CO    ,Sphere    
2895,2016-06-27 07:00:00,Columbus                            ,OH    ,Sphere    
2896,2016-06-27 00:30:00,Myrtle Beach                        ,SC    ,Circle    
2897,2016-06-27 00:05:00,Eugene                              ,OR    ,Fireball  
2898,2016-06-27 00:00:00,Guilford                            ,ME    ,Fireball  
2899,2016-06-26 23:18:00,Columbus                            ,GA    ,Circle    
2900,2016-06-26 23:00:00,Lexington                           ,NC    ,Sphere    
2901,2016-06-26 23:00:00,Carrollton                          ,GA    ,Circle    
2902,2016-06-26 22:01:00,Pell Lake                           ,WI    ,Fireball  
2903,2016-06-26 21:35:00,Effingham                           ,KS    ,Light     
2904,2016-06-26 20:30:00,Cypress                             ,TX    ,Triangle  
2905,2016-06-26 16:00:00,Aldie                               ,VA    ,Cigar     
2906,2016-06-26 15:00:00,Port Townsend                       ,WA    ,Circle    
2908,2016-06-26 01:00:00,Tampa                               ,FL    ,Light     
2909,2016-06-26 00:34:00,Garland                             ,TX    ,Sphere    
2910,2016-06-26 00:15:00,Brigantine                          ,NJ    ,Circle    
2911,2016-06-26 00:10:00,Plainwell                           ,MI    ,Sphere    
2912,2016-06-25 23:15:00,Flowood                             ,MS    ,Flash     
2915,2016-06-25 22:00:00,Orland Park                         ,IL    ,Circle    
2916,2016-06-25 21:45:00,Newton Falls                        ,OH    ,Fireball  
2917,2016-06-25 21:40:00,Charlotte                           ,NC    ,Circle    
2918,2016-06-25 21:23:00,Cranston                            ,RI    ,Cylinder  
2919,2016-06-25 21:15:00,Warminster                          ,PA    ,Rectangle 
2920,2016-06-25 18:00:00,Rosamond                            ,CA    ,Formation 
2921,2016-06-25 14:00:00,Hanson                              ,MA    ,Circle    
2922,2016-06-25 13:00:00,Salt Lake City                      ,UT    ,Circle    
2923,2016-06-25 09:50:00,Commack                             ,NY    ,Light     
2924,2016-06-25 09:30:00,Hollidaysburg                       ,PA    ,Circle    
2925,2016-06-25 07:00:00,Yerington                           ,NV    ,Cylinder  
2926,2016-06-25 01:15:00,Oakridge                            ,OR    ,Formation 
2927,2016-06-25 00:45:00,Las Vegas                           ,NV    ,Flash     
2929,2016-06-24 22:00:00,Novelty                             ,OH    ,Cigar     
2930,2016-06-24 21:59:00,Arlington                           ,WA    ,Fireball  
2931,2016-06-24 20:00:00,Montana City                        ,MT    ,Circle    
2932,2016-06-24 15:30:00,Portland                            ,ME    ,Cylinder  
2933,2016-06-24 02:00:00,East Oroville                       ,CA    ,Rectangle 
2934,2016-06-24 00:20:00,Carol Stream                        ,IL    ,Sphere    
2935,2016-06-24 00:00:00,Kuna                                ,ID    ,Light     
